code,title,sido,sigungu,lat,lng,first_seen_at,last_seen_at
VFY25,GS25마천우방점,서울,송파구,37.5004514082773,127.151404706857,2026-04-30,2026-04-30
VFY26,GS25역촌진흥점,서울,은평구,37.6048350725988,126.91817529732,2026-04-30,2026-04-30
VFY27,GS25나주터미널점,전남,나주시,35.033155230824,126.721361646161,2026-04-30,2026-04-30
VFY28,GS25제주중앙중점,제주,제주시,33.4868070341767,126.499694233946,2026-04-30,2026-04-30
VFY29,GS25해남옥천점,전남,해남군,34.5817116110879,126.647305099493,2026-04-30,2026-04-30
VFY32,GS25포항효자본점,경북,포항시,36.0061805261378,129.332954719278,2026-04-30,2026-04-30
VFY33,GS25뉴인계원룸점,경기,수원시,37.2748567174932,127.028134690834,2026-04-30,2026-04-30
VFY35,GS25포항삼구4차점,경북,포항시,36.0905338732344,129.39175211068,2026-04-30,2026-04-30
VFY36,GS25제천행복점,충북,제천시,37.1493194511831,128.212854502256,2026-04-30,2026-04-30
VFY37,GS25청주센트럴점,충북,청주시,36.6377119340097,127.459798110214,2026-04-30,2026-04-30
VFY38,GS25김제요촌센터점,전북,김제시,35.8063322827495,126.89098371943,2026-04-30,2026-04-30
VFY42,GS25대구구암서로점,대구,북구,35.9374424425624,128.564263648634,2026-04-30,2026-04-30
VFY44,GS25뉴종로동묘시장점,서울,종로구,37.571398090258,127.018356571157,2026-04-30,2026-04-30
VFY45,GS25중원스카이점,경기,성남시,37.4177532625454,127.128115782393,2026-04-30,2026-04-30
VFY46,GS25광주고불로점,경기,광주시,37.3946256007286,127.220303913131,2026-04-30,2026-04-30
VFY49,GS25민락뉴시티점,경기,의정부시,37.7455044206837,127.102119324998,2026-04-30,2026-04-30
VFY52,GS25단양가곡점,충북,단양군,37.0152646455046,128.383909178078,2026-04-30,2026-04-30
VFY53,GS25종암래미안점,서울,성북구,37.6022976937142,127.030714587973,2026-04-30,2026-04-30
VFY54,GS25역촌사거리점,서울,은평구,37.6081118114427,126.919815446756,2026-04-30,2026-04-30
VFY55,GS25구리원일점,경기,구리시,37.6131027886935,127.139152672455,2026-04-30,2026-04-30
VFY56,GS25안녕센터점,경기,화성시,37.2037856332738,127.013724757869,2026-04-30,2026-04-30
VFY58,GS25김해삼방성심점,경남,김해시,35.2410189442871,128.916035709854,2026-04-30,2026-04-30
VFY59,GS25서초이슬점,서울,서초구,37.4869858807234,127.019223192253,2026-04-30,2026-04-30
VFY62,GS25정릉시장점,서울,성북구,37.6087567027783,127.0077409948,2026-04-30,2026-04-30
VFY65,GS25용화미래도점,충남,아산시,36.7712830029881,126.995862500141,2026-04-30,2026-04-30
VFY66,GS25태전중앙점,경기,광주시,37.3837786015585,127.231651833062,2026-04-30,2026-04-30
VFY67,GS25잠실주공점,서울,송파구,37.5161211724569,127.093151313574,2026-04-30,2026-04-30
VFY72,GS25분당창인점,경기,성남시,37.3770006599352,127.13345349027,2026-04-30,2026-04-30
